股票名称,股票代码,多少天内最高量(20/60/120/240),板块名称,板块进3天涨幅超过1.5%天数
直真科技, 003007, 0, 国产软件, 1
直真科技, 003007, 0, 华为概念, 1
直真科技, 003007, 0, 人工智能, 1
直真科技, 003007, 0, 数据要素, 1
直真科技, 003007, 0, 数据中心, 1
直真科技, 003007, 0, 数字经济, 1
直真科技, 003007, 0, 数字孪生, 1
直真科技, 003007, 0, 物联网, 1
直真科技, 003007, 0, 在线教育, 1
直真科技, 003007, 0, 智慧政务, 1
直真科技, 003007, 0, 5G, 1
开普检测, 003008, 20, 充电桩, 1
开普检测, 003008, 20, 智能电网, 1
中天火箭, 003009, 0, 光伏概念, 1
中天火箭, 003009, 0, 军工, 1
中天火箭, 003009, 0, 军民融合, 1
中天火箭, 003009, 0, 无人机, 1
中天火箭, 003009, 0, 央企国企改革, 0
中天火箭, 003009, 0, 中字头股票, 0
中天火箭, 003009, 0, 专精特新, 1
若羽臣, 003010, 0, 阿里巴巴概念, 1
若羽臣, 003010, 0, 宠物经济, 0
若羽臣, 003010, 0, 电子商务, 0
若羽臣, 003010, 0, 抖音概念, 1
若羽臣, 003010, 0, 跨境电商, 0
若羽臣, 003010, 0, 数字经济, 1
若羽臣, 003010, 0, 网络直播, 0
若羽臣, 003010, 0, 新零售, 0
若羽臣, 003010, 0, 虚拟数字人, 1
若羽臣, 003010, 0, 虚拟现实, 1
若羽臣, 003010, 0, 粤港澳大湾区, 1
海象新材, 003011, 0, 长三角一体化, 0
海象新材, 003011, 0, 共同富裕示范区, 1
东鹏控股, 003012, 0, 深股通, 1
东鹏控股, 003012, 0, 新零售, 0
东鹏控股, 003012, 0, 虚拟数字人, 1
东鹏控股, 003012, 0, 粤港澳大湾区, 1
地铁设计, 003013, 0, 地下管网, 1
地铁设计, 003013, 0, 人工智能, 1
地铁设计, 003013, 0, 深股通, 1
地铁设计, 003013, 0, 数字经济, 1
地铁设计, 003013, 0, 乡村振兴, 0
地铁设计, 003013, 0, 新型城镇化, 1
地铁设计, 003013, 0, 一带一路, 0
地铁设计, 003013, 0, 粤港澳大湾区, 1
地铁设计, 003013, 0, 智慧城市, 1
地铁设计, 003013, 0, 智能交通, 1
地铁设计, 003013, 0, 装配式建筑, 0
日久光电, 003015, 0, 华为概念, 1
日久光电, 003015, 0, PET铜箔, 1
日久光电, 003015, 0, 柔性屏, 1
日久光电, 003015, 0, 消费电子概念, 1
日久光电, 003015, 0, 小米概念, 1
日久光电, 003015, 0, 新能源汽车, 1
欣贺股份, 003016, 0, 电子商务, 0
欣贺股份, 003016, 0, 海峡两岸, 1
欣贺股份, 003016, 0, 抗病毒面料, 0
欣贺股份, 003016, 0, 数字经济, 1
欣贺股份, 003016, 0, 腾讯概念, 1
欣贺股份, 003016, 0, 网络直播, 0
欣贺股份, 003016, 0, 新零售, 0
大洋生物, 003017, 0, 化肥, 0
宸展光电, 003019, 0, 汽车电子, 1
宸展光电, 003019, 0, 人工智能, 1
宸展光电, 003019, 0, 特斯拉, 1
宸展光电, 003019, 0, 智能座舱, 1
立方制药, 003020, 0, 仿制药一致性评价, 0
立方制药, 003020, 0, 肝炎概念, 0
立方制药, 003020, 0, 深股通, 1
立方制药, 003020, 0, 医药电商, 0
兆威机电, 003021, 0, 比亚迪概念, 1
兆威机电, 003021, 0, 充电桩, 1
兆威机电, 003021, 0, 华为概念, 1
兆威机电, 003021, 0, 华为汽车, 1
兆威机电, 003021, 0, 减速器, 2
兆威机电, 003021, 0, 机器人概念, 1
兆威机电, 003021, 0, 小米概念, 1
兆威机电, 003021, 0, 新能源汽车, 1
兆威机电, 003021, 0, 5G, 1
联泓新科, 003022, 0, 锂电池, 1
联泓新科, 003022, 0, 光伏概念, 1
联泓新科, 003022, 0, 集成电路概念, 1
联泓新科, 003022, 0, 可降解塑料, 0
联泓新科, 003022, 0, POE胶膜, 0
联泓新科, 003022, 0, 深股通, 1
联泓新科, 003022, 0, 新材料概念, 1
彩虹集团, 003023, 20, 电子商务, 0
彩虹集团, 003023, 20, 家用电器, 0
彩虹集团, 003023, 20, 网络直播, 0
彩虹集团, 003023, 20, 消毒剂, 0
彩虹集团, 003023, 20, 医疗器械概念, 0
思进智能, 003025, 20, 高端装备, 1
思进智能, 003025, 20, 工业互联网, 1
思进智能, 003025, 20, 工业母机, 2
思进智能, 003025, 20, 军工, 1
思进智能, 003025, 20, 新能源汽车, 1
思进智能, 003025, 20, 新型工业化, 2
思进智能, 003025, 20, 一体化压铸, 1
思进智能, 003025, 20, 智能制造, 1
思进智能, 003025, 20, 专精特新, 1
中晶科技, 003026, 60, 汽车电子, 1
中晶科技, 003026, 60, 芯片概念, 1
同兴科技, 003027, 0, 储能, 1
同兴科技, 003027, 0, 节能环保, 1
同兴科技, 003027, 0, 钠离子电池, 1
同兴科技, 003027, 0, 碳中和, 1
振邦智能, 003028, 0, 储能, 1
振邦智能, 003028, 0, 光伏概念, 1
振邦智能, 003028, 0, 家用电器, 0
振邦智能, 003028, 0, 机器人概念, 1
振邦智能, 003028, 0, 机器视觉, 1
振邦智能, 003028, 0, 汽车电子, 1
振邦智能, 003028, 0, 汽车热管理, 1
振邦智能, 003028, 0, 新能源汽车, 1
吉大正元, 003029, 0, 车联网, 1
吉大正元, 003029, 0, 电子身份证, 1
吉大正元, 003029, 0, 抖音概念, 1
吉大正元, 003029, 0, 工业互联网, 1
吉大正元, 003029, 0, 军工, 1
吉大正元, 003029, 0, 鸿蒙概念, 1
吉大正元, 003029, 0, 华为概念, 1
吉大正元, 003029, 0, 蚂蚁金服概念, 1
吉大正元, 003029, 0, 区块链, 1
吉大正元, 003029, 0, 数字货币, 1
吉大正元, 003029, 0, 数字水印, 1
吉大正元, 003029, 0, 信创, 1
吉大正元, 003029, 0, 芯片概念, 1
吉大正元, 003029, 0, 网络安全, 1
吉大正元, 003029, 0, 智慧政务, 1
吉大正元, 003029, 0, 中俄贸易概念, 0
吉大正元, 003029, 0, 专精特新, 1
祖名股份, 003030, 0, 电子商务, 0
祖名股份, 003030, 0, 共同富裕示范区, 1
祖名股份, 003030, 0, 杭州亚运会, 1
祖名股份, 003030, 0, 网络直播, 0
祖名股份, 003030, 0, 网红经济, 1
祖名股份, 003030, 0, 新零售, 0
中瓷电子, 003031, 20, 比亚迪概念, 1
中瓷电子, 003031, 20, 第三代半导体, 1
中瓷电子, 003031, 20, 光刻机, 1
中瓷电子, 003031, 20, 军工, 1
中瓷电子, 003031, 20, 华为概念, 1
中瓷电子, 003031, 20, 汽车电子, 1
中瓷电子, 003031, 20, 消费电子概念, 1
中瓷电子, 003031, 20, 芯片概念, 1
中瓷电子, 003031, 20, 央企国企改革, 0
中瓷电子, 003031, 20, 中字头股票, 0
中瓷电子, 003031, 20, 5G, 1
*ST传智, 003032, 60, 鸿蒙概念, 1
*ST传智, 003032, 60, 华为概念, 1
*ST传智, 003032, 60, 在线教育, 1
*ST传智, 003032, 60, 职业教育, 1
征和工业, 003033, 0, 农机, 0
征和工业, 003033, 0, 专精特新, 1
南网能源, 003035, 0, 风电, 0
南网能源, 003035, 0, 光伏概念, 1
南网能源, 003035, 0, 建筑节能, 1
南网能源, 003035, 0, 节能环保, 1
南网能源, 003035, 0, 绿色电力, 0
南网能源, 003035, 0, 深股通, 1
南网能源, 003035, 0, 碳中和, 1
南网能源, 003035, 0, 央企国企改革, 0
南网能源, 003035, 0, 智能电网, 1
泰坦股份, 003036, 0, 参股银行, 0
泰坦股份, 003036, 0, 长三角一体化, 0
泰坦股份, 003036, 0, 共同富裕示范区, 1
三和管桩, 003037, 20, 地下管网, 1
三和管桩, 003037, 20, 深股通, 1
三和管桩, 003037, 20, 新型城镇化, 1
三和管桩, 003037, 20, 一带一路, 0
三和管桩, 003037, 20, 粤港澳大湾区, 1
三和管桩, 003037, 20, 装配式建筑, 0
鑫铂股份, 003038, 20, 光伏概念, 1
鑫铂股份, 003038, 20, 深股通, 1
鑫铂股份, 003038, 20, 新能源汽车, 1
鑫铂股份, 003038, 20, 三季报预增, 1
鑫铂股份, 003038, 20, 专精特新, 1
顺控发展, 003039, 0, 地下管网, 1
顺控发展, 003039, 0, 固废处理, 0
顺控发展, 003039, 0, 国企改革, 0
顺控发展, 003039, 0, 绿色电力, 0
顺控发展, 003039, 0, 深股通, 1
顺控发展, 003039, 0, 污水处理, 0
顺控发展, 003039, 0, 乡村振兴, 0
楚天龙, 003040, 0, 电子身份证, 1
楚天龙, 003040, 0, 人工智能, 1
楚天龙, 003040, 0, 数字货币, 1
楚天龙, 003040, 0, 数字经济, 1
楚天龙, 003040, 0, 移动支付, 1
楚天龙, 003040, 0, 智慧政务, 1
真爱美家, 003041, 0, 共同富裕示范区, 1
真爱美家, 003041, 0, 新零售, 0
真爱美家, 003041, 0, 一带一路, 0
中农联合, 003042, 0, 供销社, 1
中农联合, 003042, 0, 乡村振兴, 0
中农联合, 003042, 0, 中俄贸易概念, 0
华亚智能, 003043, 0, 储能, 1
华亚智能, 003043, 0, 高铁, 1
华亚智能, 003043, 0, 光刻机, 1
华亚智能, 003043, 0, 集成电路概念, 1
华亚智能, 003043, 0, 深股通, 1
华亚智能, 003043, 0, 医疗器械概念, 0
华亚智能, 003043, 0, 智能制造, 1
中国广核, 003816, 0, 国企改革, 0
中国广核, 003816, 0, 核电, 0
中国广核, 003816, 0, 绿色电力, 0
中国广核, 003816, 0, 融资融券, 1
中国广核, 003816, 0, 深股通, 1
中国广核, 003816, 0, 同花顺中特估100, 0
中国广核, 003816, 0, 央企国企改革, 0
中国广核, 003816, 0, 一带一路, 0
中国广核, 003816, 0, 中字头股票, 0
神州泰岳, 300002, 20, 边缘计算, 1
神州泰岳, 300002, 20, 创投, 1
神州泰岳, 300002, 20, 大数据, 1
神州泰岳, 300002, 20, 电力物联网, 1
神州泰岳, 300002, 20, 工业互联网, 1
神州泰岳, 300002, 20, 华为概念, 1
神州泰岳, 300002, 20, 机器人概念, 1
神州泰岳, 300002, 20, 区块链, 1
神州泰岳, 300002, 20, 人工智能, 1
神州泰岳, 300002, 20, 人脸识别, 1
神州泰岳, 300002, 20, 数字经济, 1
神州泰岳, 300002, 20, 数字孪生, 1
神州泰岳, 300002, 20, 网络游戏, 1
神州泰岳, 300002, 20, 物联网, 1
神州泰岳, 300002, 20, 乡村振兴, 0
神州泰岳, 300002, 20, 信创, 1
神州泰岳, 300002, 20, 网络安全, 1
神州泰岳, 300002, 20, 在线教育, 1
神州泰岳, 300002, 20, 智慧城市, 1
神州泰岳, 300002, 20, 智慧政务, 1
神州泰岳, 300002, 20, 智能电网, 1
神州泰岳, 300002, 20, 职业教育, 1
神州泰岳, 300002, 20, 5G, 1
乐普医疗, 300003, 0, 参股保险, 0
乐普医疗, 300003, 0, 仿制药一致性评价, 0
乐普医疗, 300003, 0, 分拆上市意愿, 0
乐普医疗, 300003, 0, 肝炎概念, 0
乐普医疗, 300003, 0, 互联网医疗, 1
乐普医疗, 300003, 0, 猴痘概念, 0
乐普医疗, 300003, 0, 减肥药, 1
乐普医疗, 300003, 0, 健康中国, 0
乐普医疗, 300003, 0, 抗原检测, 0
乐普医疗, 300003, 0, MSCI概念, 0
乐普医疗, 300003, 0, 融资融券, 1
乐普医疗, 300003, 0, 深股通, 1
乐普医疗, 300003, 0, 生物医药, 1
乐普医疗, 300003, 0, 医疗器械概念, 0
乐普医疗, 300003, 0, 医药电商, 0
乐普医疗, 300003, 0, 智能医疗, 1
南风股份, 300004, 0, 核电, 0
南风股份, 300004, 0, PM2.5, 1
南风股份, 300004, 0, 3D打印, 1
探路者, 300005, 0, 冰雪产业, 1
探路者, 300005, 0, 电子商务, 0
探路者, 300005, 0, 露营经济, 1
探路者, 300005, 0, MiniLED, 1
探路者, 300005, 0, 深股通, 1
探路者, 300005, 0, 体育产业, 0
探路者, 300005, 0, 网络直播, 0
探路者, 300005, 0, 新零售, 0
探路者, 300005, 0, 芯片概念, 1
探路者, 300005, 0, 旅游概念, 0
探路者, 300005, 0, 智能穿戴, 1
探路者, 300005, 0, 足球概念, 0
莱美药业, 300006, 20, 仿制药一致性评价, 0
莱美药业, 300006, 20, 辅助生殖, 0
莱美药业, 300006, 20, 肝炎概念, 0
莱美药业, 300006, 20, 股权转让, 1
莱美药业, 300006, 20, 国企改革, 0
莱美药业, 300006, 20, 互联网医疗, 1
莱美药业, 300006, 20, 融资融券, 1
莱美药业, 300006, 20, 生物医药, 1
莱美药业, 300006, 20, 眼科医疗, 0
莱美药业, 300006, 20, 幽门螺杆菌概念, 0
莱美药业, 300006, 20, 知识产权保护, 1
汉威科技, 300007, 0, 传感器, 1
汉威科技, 300007, 0, 创投, 1
汉威科技, 300007, 0, 独角兽概念, 1
汉威科技, 300007, 0, 工业互联网, 1
汉威科技, 300007, 0, 互联网金融, 1
汉威科技, 300007, 0, 互联网医疗, 1
汉威科技, 300007, 0, 华为概念, 1
汉威科技, 300007, 0, 机器人概念, 1
汉威科技, 300007, 0, 汽车电子, 1
汉威科技, 300007, 0, 氢能源, 0
汉威科技, 300007, 0, 区块链, 1
汉威科技, 300007, 0, 深股通, 1
汉威科技, 300007, 0, 数字孪生, 1
汉威科技, 300007, 0, 碳中和, 1
汉威科技, 300007, 0, 物联网, 1
汉威科技, 300007, 0, 无线耳机, 1
汉威科技, 300007, 0, 小米概念, 1
汉威科技, 300007, 0, 新能源汽车, 1
汉威科技, 300007, 0, 芯片概念, 1
汉威科技, 300007, 0, 元宇宙, 1
汉威科技, 300007, 0, 智慧城市, 1
汉威科技, 300007, 0, 智能穿戴, 1
汉威科技, 300007, 0, 智能家居, 1
汉威科技, 300007, 0, 专精特新, 1
米奥会展, 300795, 0, 大数据, 1
米奥会展, 300795, 0, 电子商务, 0
米奥会展, 300795, 0, 送转填权, 0
贝斯美, 300796, 0, 共同富裕示范区, 1
贝斯美, 300796, 0, 新材料概念, 1
钢研纳克, 300797, 0, 大飞机, 1
钢研纳克, 300797, 0, 光刻胶, 1
钢研纳克, 300797, 0, 国企改革, 0
钢研纳克, 300797, 0, 送转填权, 0
钢研纳克, 300797, 0, 新能源汽车, 1
钢研纳克, 300797, 0, 稀土永磁, 1
钢研纳克, 300797, 0, 央企国企改革, 0
钢研纳克, 300797, 0, 一带一路, 0
钢研纳克, 300797, 0, 职业教育, 1
锦鸡股份, 300798, 0, 东数西算（算力）, 1
锦鸡股份, 300798, 0, 算力租赁, 1
力合科技, 300800, 20, 大数据, 1
力合科技, 300800, 20, 国产软件, 1
力合科技, 300800, 20, 华为概念, 1
力合科技, 300800, 20, PM2.5, 1
力合科技, 300800, 20, 人工智能, 1
力合科技, 300800, 20, 碳中和, 1
力合科技, 300800, 20, 污水处理, 0
力合科技, 300800, 20, 雄安新区, 1
力合科技, 300800, 20, 专精特新, 1
泰和科技, 300801, 0, 锂电池, 1
泰和科技, 300801, 0, 净水概念, 0
泰和科技, 300801, 0, 磷化工, 0
泰和科技, 300801, 0, 氢能源, 0
泰和科技, 300801, 0, 深股通, 1
泰和科技, 300801, 0, 污水处理, 0
矩子科技, 300802, 20, 比亚迪概念, 1
矩子科技, 300802, 20, 创投, 1
矩子科技, 300802, 20, 高端装备, 1
矩子科技, 300802, 20, 光伏概念, 1
矩子科技, 300802, 20, 华为概念, 1
矩子科技, 300802, 20, 机器人概念, 1
矩子科技, 300802, 20, 机器视觉, 1
矩子科技, 300802, 20, MiniLED, 1
矩子科技, 300802, 20, 苹果概念, 1
矩子科技, 300802, 20, 人工智能, 1
矩子科技, 300802, 20, 特斯拉, 1
矩子科技, 300802, 20, 先进封装, 1
矩子科技, 300802, 20, 小米概念, 1
矩子科技, 300802, 20, 芯片概念, 1
矩子科技, 300802, 20, 智能制造, 1
指南针, 300803, 0, 参股券商, 0
指南针, 300803, 0, 大数据, 1
指南针, 300803, 0, 国产软件, 1
指南针, 300803, 0, 互联网金融, 1
广康生化, 300804, 20, 新股与次新股, 1
广康生化, 300804, 20, 注册制次新股, 1
电声股份, 300805, 0, 阿里巴巴概念, 1
电声股份, 300805, 0, 华为概念, 1
电声股份, 300805, 0, 网络直播, 0
电声股份, 300805, 0, 虚拟现实, 1
斯迪克, 300806, 0, 富士康概念, 1
斯迪克, 300806, 0, 华为概念, 1
斯迪克, 300806, 0, 特斯拉, 1
斯迪克, 300806, 0, 无线耳机, 1
斯迪克, 300806, 0, 消费电子概念, 1
斯迪克, 300806, 0, 新材料概念, 1
斯迪克, 300806, 0, 专精特新, 1
天迈科技, 300807, 0, 百度概念, 1
天迈科技, 300807, 0, 比亚迪概念, 1
天迈科技, 300807, 0, 车联网, 1
天迈科技, 300807, 0, 充电桩, 1
天迈科技, 300807, 0, 大数据, 1
天迈科技, 300807, 0, 东数西算（算力）, 1
天迈科技, 300807, 0, 华为概念, 1
天迈科技, 300807, 0, 冷链物流, 0
天迈科技, 300807, 0, 人工智能, 1
天迈科技, 300807, 0, 人脸识别, 1
天迈科技, 300807, 0, 数据要素, 1
天迈科技, 300807, 0, 数据中心, 1
天迈科技, 300807, 0, 数字乡村, 1
天迈科技, 300807, 0, 网约车, 2
天迈科技, 300807, 0, 卫星导航, 1
天迈科技, 300807, 0, 物联网, 1
天迈科技, 300807, 0, 无人驾驶, 1
天迈科技, 300807, 0, 乡村振兴, 0
天迈科技, 300807, 0, 新能源汽车, 1
天迈科技, 300807, 0, 移动支付, 1
天迈科技, 300807, 0, 云计算, 1
天迈科技, 300807, 0, 智能交通, 1
天迈科技, 300807, 0, 智能座舱, 1
久量股份, 300808, 0, 节能照明, 1
久量股份, 300808, 0, 露营经济, 1
久量股份, 300808, 0, 一带一路, 0
华辰装备, 300809, 20, 高端装备, 1
华辰装备, 300809, 20, 工业4.0, 1
华辰装备, 300809, 20, 工业母机, 2
华辰装备, 300809, 20, 深股通, 1
华辰装备, 300809, 20, 新型工业化, 2
华辰装备, 300809, 20, 一带一路, 0
华辰装备, 300809, 20, 智能制造, 1
华辰装备, 300809, 20, 专精特新, 1
中科海讯, 300810, 0, 军工, 1
中科海讯, 300810, 0, 海工装备, 1
中科海讯, 300810, 0, 机器人概念, 1
中科海讯, 300810, 0, 芯片概念, 1
中科海讯, 300810, 0, 专精特新, 1
铂科新材, 300811, 0, 比亚迪概念, 1
铂科新材, 300811, 0, 华为概念, 1
铂科新材, 300811, 0, 送转填权, 0
铂科新材, 300811, 0, 新材料概念, 1
铂科新材, 300811, 0, 新能源汽车, 1
铂科新材, 300811, 0, 芯片概念, 1
铂科新材, 300811, 0, 英伟达概念, 1
铂科新材, 300811, 0, 专精特新, 1
易天股份, 300812, 60, 共封装光学（CPO）, 1
易天股份, 300812, 60, 工业4.0, 1
易天股份, 300812, 60, 工业母机, 2
易天股份, 300812, 60, 华为概念, 1
易天股份, 300812, 60, MiniLED, 1
易天股份, 300812, 60, OLED, 1
易天股份, 300812, 60, 柔性屏, 1
易天股份, 300812, 60, 先进封装, 1
易天股份, 300812, 60, 消费电子概念, 1
易天股份, 300812, 60, 芯片概念, 1
易天股份, 300812, 60, 智能制造, 1
易天股份, 300812, 60, 专精特新, 1
泰林生物, 300813, 0, 共同富裕示范区, 1
泰林生物, 300813, 0, 机器人概念, 1
泰林生物, 300813, 0, 抗原检测, 0
泰林生物, 300813, 0, 细胞免疫治疗, 1
泰林生物, 300813, 0, 医疗器械概念, 0
中富电路, 300814, 0, 毫米波雷达, 1
中富电路, 300814, 0, 华为概念, 1
中富电路, 300814, 0, 华为汽车, 1
中富电路, 300814, 0, PCB概念, 1
中富电路, 300814, 0, 汽车电子, 1
中富电路, 300814, 0, 先进封装, 1
中富电路, 300814, 0, 新能源汽车, 1
中富电路, 300814, 0, 一带一路, 0
中富电路, 300814, 0, 5G, 1
玉禾田, 300815, 0, 机器人概念, 1
玉禾田, 300815, 0, 垃圾分类, 1
玉禾田, 300815, 0, PPP概念, 1
玉禾田, 300815, 0, 深股通, 1
玉禾田, 300815, 0, 数字乡村, 1
玉禾田, 300815, 0, 无人驾驶, 1
玉禾田, 300815, 0, 物业管理, 0
玉禾田, 300815, 0, 新型城镇化, 1
玉禾田, 300815, 0, 医疗废物处理, 0
艾可蓝, 300816, 0, 节能环保, 1
艾可蓝, 300816, 0, 专精特新, 1
双飞集团, 300817, 0, 长三角一体化, 0
双飞集团, 300817, 0, 风电, 0
双飞集团, 300817, 0, 军工, 1
双飞集团, 300817, 0, 减速器, 2
双飞集团, 300817, 0, 机器人概念, 1
双飞集团, 300817, 0, 特斯拉, 1
双飞集团, 300817, 0, 新能源汽车, 1
双飞集团, 300817, 0, 专精特新, 1
聚杰微纤, 300819, 0, 体育产业, 0
英杰电气, 300820, 20, 充电桩, 1
英杰电气, 300820, 20, 储能, 1
英杰电气, 300820, 20, 光伏概念, 1
英杰电气, 300820, 20, 送转填权, 0
英杰电气, 300820, 20, 专精特新, 1
东岳硅材, 300821, 0, 硅能源, 1
东岳硅材, 300821, 0, 燃料电池, 1
东岳硅材, 300821, 0, 深股通, 1
东岳硅材, 300821, 0, 新材料概念, 1
东岳硅材, 300821, 0, 有机硅概念, 1
贝仕达克, 300822, 0, 锂电池, 1
贝仕达克, 300822, 0, 机器人概念, 1
贝仕达克, 300822, 0, 机器视觉, 1
贝仕达克, 300822, 0, 人工智能, 1
贝仕达克, 300822, 0, 智能家居, 1
建科智能, 300823, 20, 高端装备, 1
建科智能, 300823, 20, 高铁, 1
建科智能, 300823, 20, 核电, 0
建科智能, 300823, 20, 机器人概念, 1
建科智能, 300823, 20, 雄安新区, 1
建科智能, 300823, 20, 新型城镇化, 1
建科智能, 300823, 20, 新型工业化, 2
建科智能, 300823, 20, 一带一路, 0
建科智能, 300823, 20, 中俄贸易概念, 0
建科智能, 300823, 20, 专精特新, 1
建科智能, 300823, 20, 装配式建筑, 0
北鼎股份, 300824, 0, 电子商务, 0
北鼎股份, 300824, 0, 家用电器, 0
北鼎股份, 300824, 0, 健康中国, 0
北鼎股份, 300824, 0, 网红经济, 1
北鼎股份, 300824, 0, 芯片概念, 1
阿尔特, 300825, 0, 比亚迪概念, 1
阿尔特, 300825, 0, 宁德时代概念, 1
阿尔特, 300825, 0, 充电桩, 1
阿尔特, 300825, 0, 东数西算（算力）, 1
阿尔特, 300825, 0, 换电概念, 1
阿尔特, 300825, 0, 减速器, 2
阿尔特, 300825, 0, 燃料电池, 1
阿尔特, 300825, 0, 人工智能, 1
阿尔特, 300825, 0, 算力租赁, 1
阿尔特, 300825, 0, 无人驾驶, 1
阿尔特, 300825, 0, 新能源汽车, 1
阿尔特, 300825, 0, 新型工业化, 2
阿尔特, 300825, 0, 英伟达概念, 1
阿尔特, 300825, 0, 一体化压铸, 1
阿尔特, 300825, 0, 智能座舱, 1
测绘股份, 300826, 0, 地下管网, 1
测绘股份, 300826, 0, 东数西算（算力）, 1
测绘股份, 300826, 0, 国产软件, 1
测绘股份, 300826, 0, 鸿蒙概念, 1
测绘股份, 300826, 0, 华为概念, 1
测绘股份, 300826, 0, 空间计算, 1
测绘股份, 300826, 0, 数据要素, 1
测绘股份, 300826, 0, 数字孪生, 1
测绘股份, 300826, 0, 碳中和, 1
测绘股份, 300826, 0, 土壤修复, 0
测绘股份, 300826, 0, 卫星导航, 1
测绘股份, 300826, 0, 新型城镇化, 1
测绘股份, 300826, 0, 元宇宙, 1
测绘股份, 300826, 0, 智慧城市, 1
上能电气, 300827, 0, 储能, 1
上能电气, 300827, 0, 光伏概念, 1
上能电气, 300827, 0, 一带一路, 0
上能电气, 300827, 0, 智能电网, 1
上能电气, 300827, 0, 专精特新, 1
锐新科技, 300828, 0, 储能, 1
锐新科技, 300828, 0, 光伏概念, 1
锐新科技, 300828, 0, 机器人概念, 1
锐新科技, 300828, 0, 新能源汽车, 1
锐新科技, 300828, 0, 医疗器械概念, 0
锐新科技, 300828, 0, 5G, 1
金丹科技, 300829, 0, 参股银行, 0
金丹科技, 300829, 0, 可降解塑料, 0
金丹科技, 300829, 0, 农业种植, 0
金丹科技, 300829, 0, 乡村振兴, 0
金丹科技, 300829, 0, 新材料概念, 1
金现代, 300830, 20, 百度概念, 1
金现代, 300830, 20, 充电桩, 1
金现代, 300830, 20, 大数据, 1
金现代, 300830, 20, 电力物联网, 1
金现代, 300830, 20, 风电, 0
金现代, 300830, 20, 工业互联网, 1
金现代, 300830, 20, 国产软件, 1
金现代, 300830, 20, 军工, 1
金现代, 300830, 20, 鸿蒙概念, 1
金现代, 300830, 20, 华为概念, 1
金现代, 300830, 20, 华为鲲鹏, 1
金现代, 300830, 20, 人工智能, 1
金现代, 300830, 20, 数字经济, 1
金现代, 300830, 20, 特高压, 1
金现代, 300830, 20, 信创, 1
金现代, 300830, 20, 新型工业化, 2
金现代, 300830, 20, 智能电网, 1
金现代, 300830, 20, 职业教育, 1
派瑞股份, 300831, 0, 第三代半导体, 1
派瑞股份, 300831, 0, 国企改革, 0
派瑞股份, 300831, 0, 柔性直流输电, 0
派瑞股份, 300831, 0, 特高压, 1
派瑞股份, 300831, 0, 芯片概念, 1
新产业, 300832, 0, 肝炎概念, 0
新产业, 300832, 0, 猴痘概念, 0
新产业, 300832, 0, 抗原检测, 0
新产业, 300832, 0, 流感, 0
新产业, 300832, 0, 融资融券, 1
新产业, 300832, 0, 深股通, 1
新产业, 300832, 0, 医疗器械概念, 0
浩洋股份, 300833, 0, 文化传媒, 1
浩洋股份, 300833, 0, 专精特新, 1
星辉环材, 300834, 0, 新材料概念, 1
龙磁科技, 300835, 0, 光伏概念, 1
龙磁科技, 300835, 0, 消费电子概念, 1
龙磁科技, 300835, 0, 新材料概念, 1
龙磁科技, 300835, 0, 新能源汽车, 1
龙磁科技, 300835, 0, 稀土永磁, 1
龙磁科技, 300835, 0, 专精特新, 1
佰奥智能, 300836, 0, 充电桩, 1
佰奥智能, 300836, 0, 工业4.0, 1
佰奥智能, 300836, 0, 工业互联网, 1
佰奥智能, 300836, 0, 机器人概念, 1
佰奥智能, 300836, 0, 机器视觉, 1
佰奥智能, 300836, 0, 民爆概念, 0
佰奥智能, 300836, 0, 苹果概念, 1
佰奥智能, 300836, 0, 数字经济, 1
佰奥智能, 300836, 0, 新能源汽车, 1
佰奥智能, 300836, 0, 新型工业化, 2
佰奥智能, 300836, 0, 智能制造, 1
浙矿股份, 300837, 0, 动力电池回收, 1
浙矿股份, 300837, 0, 共同富裕示范区, 1
浙江力诺, 300838, 0, 高端装备, 1
浙江力诺, 300838, 0, 工业4.0, 1
浙江力诺, 300838, 0, 中俄贸易概念, 0
浙江力诺, 300838, 0, 专精特新, 1
博汇股份, 300839, 0, 氢能源, 0
博汇股份, 300839, 0, 新材料概念, 1
博汇股份, 300839, 0, 智能制造, 1
博汇股份, 300839, 0, 专精特新, 1
酷特智能, 300840, 0, 工业互联网, 1
酷特智能, 300840, 0, 华为概念, 1
酷特智能, 300840, 0, 智能制造, 1
康华生物, 300841, 0, 融资融券, 1
康华生物, 300841, 0, 深股通, 1
康华生物, 300841, 0, 生物疫苗, 0
帝科股份, 300842, 0, 光伏概念, 1
帝科股份, 300842, 0, 融资融券, 1
帝科股份, 300842, 0, 深股通, 1
帝科股份, 300842, 0, 新材料概念, 1
帝科股份, 300842, 0, 芯片概念, 1
帝科股份, 300842, 0, 专精特新, 1
胜蓝股份, 300843, 0, 比亚迪概念, 1
胜蓝股份, 300843, 0, 充电桩, 1
胜蓝股份, 300843, 0, 高压快充, 1
胜蓝股份, 300843, 0, 消费电子概念, 1
胜蓝股份, 300843, 0, 小米概念, 1
胜蓝股份, 300843, 0, 新能源汽车, 1
胜蓝股份, 300843, 0, 新型烟草, 1
山水比德, 300844, 0, 恒大概念, 1
山水比德, 300844, 0, 雄安新区, 1
山水比德, 300844, 0, 乡村振兴, 0
山水比德, 300844, 0, 新型城镇化, 1
